X,Y,Name,Number,icon_url
35.2350468063592,31.4806621096632,,"139",./0.png
35.2355087208295,31.4810043917233,,"138",./0.png
35.2363971958962,31.4798150517621,,"137",./0.png
35.238171768664,31.4793434747811,,"136",./0.png
35.2406651420348,31.4787891582737,,"135",./0.png
35.240239450006,31.4786380278286,,"134",./0.png
35.2400019461828,31.4783744640449,,"133",./0.png
35.2380023917081,31.4788371709001,,"132",./0.png
35.2359633046373,31.479481016337,,"131",./0.png
35.2353902523,31.4791478513468,,"130",./0.png
35.2380669830858,31.4782457440038,,"129",./0.png
35.2394216448547,31.4778868975409,,"128",./0.png
35.2387387236886,31.4774637759711,,"127",./0.png
35.2363048267793,31.4781712446709,,"126",./0.png
35.2362007996519,31.4776167720836,,"125",./0.png
35.2381881910534,31.4770201095516,,"124",./0.png
35.2377572311238,31.4765244976095,,"123",./0.png
35.2361151373817,31.4770382744615,,"122",./0.png
35.2360357860443,31.4764750007786,,"121",./0.png
35.2375511147405,31.4760456013323,,"120",./0.png
35.2372459918974,31.475615652114,,"119",./0.png
35.2357663530188,31.4758866478145,,"118",./0.png
35.2374311417708,31.4751174015109,,"117",./0.png
35.2353294556503,31.4756190605617,,"116",./0.png
35.2356969929724,31.4765530687584,,"115",./0.png
35.2359481404652,31.4786107506543,,"114",./0.png
35.2353474622807,31.4788299380691,,"113",./0.png
35.2351144277623,31.476760615069,,"112",./0.png
35.2343804981209,31.4758345061313,,"111",./0.png
35.2348900032392,31.4754175223151,,"110",./0.png
35.233039191079,31.4758075111282,,"109",./0.png
35.2337236436455,31.475958580866,,"108",./0.png
35.2345223185199,31.4769177969456,,"107",./0.png
35.2346453190643,31.4781197175367,,"106",./0.png
35.2343959287922,31.4796889793113,,"105",./0.png
35.2340839888561,31.4802548709046,,"104",./0.png
35.2338579921258,31.4807542667815,,"103",./0.png
35.2339016769562,31.481247562757,,"102",./0.png
35.2340035126059,31.4815394166464,,"101",./0.png
35.2337892192129,31.4799307993386,,"100",./0.png
35.2328441758535,31.4801908917139,,"99",./0.png
35.2321179561474,31.480473375283,,"98",./0.png
35.2315137614197,31.4805868617903,,"97",./0.png
35.2316870999888,31.479074675344,,"96",./0.png
35.2320280819662,31.4791586580294,,"95",./0.png
35.2326213946617,31.4793757164158,,"94",./0.png
35.2332609636696,31.479272918231,,"93",./0.png
35.2339354478747,31.4770789909966,,"92",./0.png
35.2333137128991,31.4771580079358,,"91",./0.png
35.2327049920403,31.4772353678431,,"90",./0.png
35.2320859646963,31.4773140344614,,"89",./0.png
35.2317512529715,31.4773755154885,,"88",./0.png
35.2309272956526,31.4759698234663,,"87",./0.png
35.2315597012973,31.4758721141486,,"86",./0.png
35.2317215015334,31.4755823803819,,"85",./0.png
35.2320425460448,31.4751069400992,,"84",./0.png
35.2322825315661,31.4745322518284,,"83",./0.png
35.2315068768309,31.4744925044061,,"82",./0.png
35.2315307279854,31.4728818706225,,"81",./0.png
35.2310538588019,31.4726595218357,,"80",./0.png
35.2303926497076,31.4725201376538,,"79",./0.png
